patch_path,patch_id,flood_pixel_pct,nodata_ratio,strat_key
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0060.npz,patch_0060,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0061.npz,patch_0061,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0062.npz,patch_0062,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0063.npz,patch_0063,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0064.npz,patch_0064,0.28155517578125,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0065.npz,patch_0065,0.0810546875,0.0,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0066.npz,patch_0066,0.1348114013671875,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0067.npz,patch_0067,0.6397857666015625,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0068.npz,patch_0068,0.7377471923828125,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0069.npz,patch_0069,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0070.npz,patch_0070,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0071.npz,patch_0071,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0072.npz,patch_0072,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0073.npz,patch_0073,0.001953125,0.0,low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0074.npz,patch_0074,0.54400634765625,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0075.npz,patch_0075,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0076.npz,patch_0076,0.0147552490234375,0.0,low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0077.npz,patch_0077,0.0224761962890625,0.0,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0078.npz,patch_0078,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0079.npz,patch_0079,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0080.npz,patch_0080,0.1828460693359375,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0081.npz,patch_0081,0.0143585205078125,0.0,low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0082.npz,patch_0082,0.438812255859375,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0083.npz,patch_0083,0.2176666259765625,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0084.npz,patch_0084,0.2337646484375,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0085.npz,patch_0085,0.28985595703125,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0086.npz,patch_0086,0.5092620849609375,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0087.npz,patch_0087,0.4659881591796875,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0088.npz,patch_0088,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0089.npz,patch_0089,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0090.npz,patch_0090,0.218170166015625,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0091.npz,patch_0091,0.433135986328125,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0092.npz,patch_0092,0.1998443603515625,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0093.npz,patch_0093,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0094.npz,patch_0094,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0095.npz,patch_0095,0.2205963134765625,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0096.npz,patch_0096,0.4639739990234375,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0097.npz,patch_0097,0.3227386474609375,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0098.npz,patch_0098,0.5975494384765625,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0099.npz,patch_0099,0.000762939453125,0.0,low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0100.npz,patch_0100,0.0380706787109375,0.0,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0101.npz,patch_0101,0.2015380859375,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0102.npz,patch_0102,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0103.npz,patch_0103,0.017547607421875,0.0,low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0104.npz,patch_0104,0.432708740234375,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0105.npz,patch_0105,0.235198974609375,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0106.npz,patch_0106,0.0093841552734375,0.0,low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0107.npz,patch_0107,0.3221282958984375,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0108.npz,patch_0108,0.676116943359375,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0109.npz,patch_0109,0.0855255126953125,0.0,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0110.npz,patch_0110,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0111.npz,patch_0111,0.438995361328125,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0112.npz,patch_0112,0.44903564453125,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0113.npz,patch_0113,0.312835693359375,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0114.npz,patch_0114,0.3402862548828125,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0115.npz,patch_0115,0.5666351318359375,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0116.npz,patch_0116,0.51715087890625,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0117.npz,patch_0117,0.4212799072265625,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0118.npz,patch_0118,0.2127227783203125,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0119.npz,patch_0119,0.02508544921875,0.0,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0120.npz,patch_0120,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0121.npz,patch_0121,0.0129547119140625,0.0,low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0122.npz,patch_0122,0.1684112548828125,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0123.npz,patch_0123,0.3636932373046875,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0124.npz,patch_0124,0.078338623046875,0.0,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0125.npz,patch_0125,0.3236541748046875,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0126.npz,patch_0126,0.3947601318359375,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0127.npz,patch_0127,0.298980712890625,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0128.npz,patch_0128,0.574981689453125,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0129.npz,patch_0129,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0130.npz,patch_0130,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0131.npz,patch_0131,0.5825958251953125,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0132.npz,patch_0132,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0133.npz,patch_0133,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0134.npz,patch_0134,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0135.npz,patch_0135,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0136.npz,patch_0136,0.461334228515625,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0137.npz,patch_0137,0.4718017578125,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0138.npz,patch_0138,0.4483642578125,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0139.npz,patch_0139,0.2902374267578125,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0140.npz,patch_0140,0.329315185546875,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0141.npz,patch_0141,0.4249725341796875,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0142.npz,patch_0142,0.352996826171875,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0143.npz,patch_0143,0.0154571533203125,0.0,low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0144.npz,patch_0144,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0145.npz,patch_0145,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0146.npz,patch_0146,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0147.npz,patch_0147,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0148.npz,patch_0148,0.372283935546875,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0149.npz,patch_0149,0.488189697265625,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0150.npz,patch_0150,0.5492095947265625,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0151.npz,patch_0151,0.2580108642578125,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0152.npz,patch_0152,0.359588623046875,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0153.npz,patch_0153,0.02081298828125,0.0,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0154.npz,patch_0154,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0155.npz,patch_0155,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0156.npz,patch_0156,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0157.npz,patch_0157,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0158.npz,patch_0158,0.3905487060546875,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0159.npz,patch_0159,0.443084716796875,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0160.npz,patch_0160,0.205078125,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0161.npz,patch_0161,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0162.npz,patch_0162,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0163.npz,patch_0163,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0164.npz,patch_0164,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0165.npz,patch_0165,0.4797515869140625,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0166.npz,patch_0166,0.288055419921875,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0167.npz,patch_0167,0.3593292236328125,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0168.npz,patch_0168,0.4662017822265625,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0169.npz,patch_0169,0.4529876708984375,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0170.npz,patch_0170,0.6885223388671875,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0171.npz,patch_0171,0.2169189453125,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0172.npz,patch_0172,0.6212158203125,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0173.npz,patch_0173,0.1790618896484375,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0174.npz,patch_0174,0.1206512451171875,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0175.npz,patch_0175,0.4662322998046875,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0176.npz,patch_0176,0.0445098876953125,0.0,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0177.npz,patch_0177,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0178.npz,patch_0178,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0179.npz,patch_0179,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0180.npz,patch_0180,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0181.npz,patch_0181,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0182.npz,patch_0182,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0183.npz,patch_0183,0.479888916015625,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0184.npz,patch_0184,0.5721435546875,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0185.npz,patch_0185,0.3381805419921875,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0186.npz,patch_0186,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0187.npz,patch_0187,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0188.npz,patch_0188,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0189.npz,patch_0189,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0190.npz,patch_0190,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0191.npz,patch_0191,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0192.npz,patch_0192,0.4563751220703125,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0193.npz,patch_0193,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0194.npz,patch_0194,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0195.npz,patch_0195,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0196.npz,patch_0196,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0197.npz,patch_0197,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0198.npz,patch_0198,0.4169158935546875,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0199.npz,patch_0199,0.273651123046875,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0200.npz,patch_0200,0.1769256591796875,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0201.npz,patch_0201,0.023162841796875,0.0,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0202.npz,patch_0202,0.0252532958984375,0.0,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0203.npz,patch_0203,0.3899078369140625,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0204.npz,patch_0204,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0205.npz,patch_0205,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0206.npz,patch_0206,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0207.npz,patch_0207,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0208.npz,patch_0208,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0209.npz,patch_0209,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0210.npz,patch_0210,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0211.npz,patch_0211,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0212.npz,patch_0212,0.4091949462890625,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0213.npz,patch_0213,0.1782379150390625,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0214.npz,patch_0214,0.440460205078125,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0215.npz,patch_0215,0.0152740478515625,0.0,low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0216.npz,patch_0216,0.0005035400390625,0.0,low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0217.npz,patch_0217,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0218.npz,patch_0218,0.5791168212890625,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0219.npz,patch_0219,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0220.npz,patch_0220,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0221.npz,patch_0221,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0222.npz,patch_0222,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0223.npz,patch_0223,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0224.npz,patch_0224,0.473388671875,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0225.npz,patch_0225,0.386322021484375,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0226.npz,patch_0226,0.3017730712890625,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0227.npz,patch_0227,0.3421783447265625,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0228.npz,patch_0228,0.198883056640625,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0229.npz,patch_0229,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0230.npz,patch_0230,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0231.npz,patch_0231,0.0036468505859375,0.0,low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0232.npz,patch_0232,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0233.npz,patch_0233,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0234.npz,patch_0234,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0235.npz,patch_0235,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0236.npz,patch_0236,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0237.npz,patch_0237,0.0,0.0,zero
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0238.npz,patch_0238,0.530975341796875,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0239.npz,patch_0239,0.0522003173828125,0.0,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0240.npz,patch_0240,0.149139404296875,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0241.npz,patch_0241,0.32940673828125,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0242.npz,patch_0242,0.4413604736328125,0.0,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches\patch_0243.npz,patch_0243,0.0243988037109375,0.0,medium
